中文名,英文名,标准学名,科,属,资源状态,价值等级,价值外显命名,鱼单价/kg,期望单鱼价格,最大记录重量(kg),期望重量(kg),重量段,最大记录体长(cm),常见体长(cm),重量参数a,重量参数b,栖息带类型,深度下限(m),深度上限(m),资料水温下限(°C),资料水温上限(°C),最喜欢的温度(°C),食性（源表候选）,时段偏好,天气偏好,候选水温带,地域分布,性格,现实单价参考(元/kg),俄4映射鱼种,俄4映射类型,环境类型,迁徙类型,摄食类型,营养级,资料库体型,资料库捕获方式,体长口径,AI审核状态,匹配依据,源记录ID,飞书来源,快照日期,源表版本,Notion资料页
银斑鲫,Silver Mylossoma,Mylossoma duriventre,Serrasalmidae,Mylossoma,,2,常见,1016.1,1245.4639,,0.67,T3,,,0.0257,3.02,,,,22,28,25,,早晨活跃,,,,躲藏,30,红鳍鱼,近似种类比,,,,,,,,待人工审核,,recvppgBfWI2gI,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWI2gI,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681578895fe62d19a70c5
虎纹鸭嘴鲇,Tiger Sorubim,Pseudoplatystoma Fasciatum,Pimelodidae,Pseudoplatystoma,,2,常见,748.2,24455.75802,70,18,T11,104.5,,0.00997,3.029,demersal,5,,24,28,26,"[""肉食性""]",夜间活跃,阴天、小雨或低光照；以天气稳定为先,暖水,南美洲,追猎,30,大鳞麻哈鱼,近似种类比,"[""淡水""]",potamodromous,hunting macrofauna (predator),4.38,fusiform / normal,,SL,待人工审核,虎纹鸭嘴鲶名称异体与 FishBase 接受种核验,recvppgBfXMmcA,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfXMmcA,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681599b6df8221659aabd
海鲈鱼,Asian Seabasses,Lateolabrax Japonicus,Lateolabracidae,Lateolabrax,,4,珍稀,22539.6,73673.21618,8.7,1.8,T4,102,16.1,0.00682,3.151,reef-associated,5,,17.4,27.4,22.4,"[""肉食性""]",晨昏活跃,多云、小雨或微风；避免强烈正午光照,,西太平洋,好斗,150,黑等鳍叉尾带鱼,近似种类比,"[""淡水"",""半咸水"",""海水""]",catadromous,hunting macrofauna (predator),3.1,fusiform / normal,seines,TL,待人工审核,日本鱼组上下文下按 Japanese seabass 匹配,recvppgBfXsGjb,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfXsGjb,2026-09-08,4987,https://app.notion.com/p/3d5a4137d236815a90fdcf15a7a18971
高白鲑,Peled,Coregonus Peled,Salmonidae,Coregonus,,2,常见,738.3,1809.912404,5,0.75,T4,50,35,0.0027,3.4962,demersal,5,11,1,3,2,"[""肉食性""]",晨昏活跃,多云、小雨或微风；避免强烈正午光照,温水,欧亚大陆,追猎,150,高白鲑,同物种,"[""淡水"",""半咸水"",""海水""]",anadromous,hunting macrofauna (predator),4.06,fusiform / normal,,TL,待人工审核,新增鱼种整合：玩法提单-鱼第18行；来源学名与FishBase属种精确匹配；规则FISH-INVENTORY-MERGE-R1,recvq6YNcISGAE,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvq6YNcISGAE,2026-09-08,4987,https://app.notion.com/p/3d5a4137d2368160b4fad1f6cf5ad55b
河红马鱼,River Redhorse,Moxostoma Carinatum,Catostomidae,Moxostoma,,2,常见,841.6,2063.148151,4.205,1.35,T4,77,48,0.008,3.098,demersal,,,11,19,15,"[""肉食性""]",早晨活跃,晴间多云、微风；以天气稳定为先,温水,北美洲,追猎,30,短角大杜父鱼,近似种类比,"[""淡水""]",,hunting macrofauna (predator),3.56,fusiform / normal,,TL,待人工审核,River redhorse 中文直译；FishBase 接受种核验,recvppgBfXP20G,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfXP20G,2026-09-08,4987,https://app.notion.com/p/3d5a4137d2368161b274d98b84915dd5
日本竹荚鱼,Japanese Jack Mackerel,Trachurus Japonicus,Carangidae,Trachurus,,3,稀有,1442.9,471.6165873,0.66,0.17,T1,50,35,0.0095,2.98,pelagic-neritic,0,275,10.8,16.8,13.8,"[""滤食性""]",全天活跃,晴到多云、有微风；以稳定海况为先,,西北太平洋,温和,70,葛氏鲈塘鳢,近似种类比,"[""海水""]",oceanodromous,selective plankton feeding,3.4,fusiform / normal,seines,TL,待人工审核,日本竹筴鱼名称异体；FishBase 接受种核验,recvppgBfWpZU3,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWpZU3,2026-09-08,4987,https://app.notion.com/p/3d5a4137d2368164a931c69421c6f074
四白锦鲤,Shiro Utsuri Koi,Cyprinus Carpio Var. Shiro Utsuri,Cyprinidae,Cyprinus,,1,普通,192.7,3149.308053,10,2,T9,100,40,0.0173,2.993,,0,29,3,35,19,,早晨活跃,晴间多云、微风；以天气稳定为先,温水,欧亚大陆,活泼,16.08,普通鲤鱼,同物种,,,,,,,,待人工审核,新增鱼种整合：玩法提单-鱼第25行；未取得FishBase唯一匹配，保留来源字段；规则FISH-INVENTORY-MERGE-R1,recvq6YNcIG4C0,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvq6YNcIG4C0,2026-09-08,4987,https://app.notion.com/p/3d5a4137d2368165a8b0dc0caaa66880
南美肺鱼,South American Lungfish,Lepidosiren Paradoxa,Lepidosirenidae,Lepidosiren,,2,常见,911.5,10427.69073,,6.3,T8,125,,0.00389,3.12,demersal,,,24,28,26,"[""杂食性""]",夜间活跃,阴天、小雨或低光照；以天气稳定为先,暖水,南美洲,孤僻,30,大菱鲆,近似种类比,"[""淡水""]",,variable,3.11,elongated,,TL,待人工审核,FishBase 中文俗名精确匹配,recvppgBfWZ82p,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWZ82p,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681759053ef4df72a87c3
枯叶鱼,Amazon Leaffish,Mentodus Facilis,Platytroctidae,Mentodus,,2,常见,1168.5,38.06234779,,0.01,T1,12.5,,0.00407,3.17,bathypelagic,680,2000,3.7,5.7,4.7,,夜间活跃,阴天、小雨或低光照；以天气稳定为先,暖水,全球热带与亚热带海域,警惕,30,黑尾叉牙七鳃鳗,近似种类比,"[""海水""]",,,,elongated,,SL,待人工审核,FishBase 中文俗名精确匹配,recvppgBfXf19L,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfXf19L,2026-09-08,4987,https://app.notion.com/p/3d5a4137d236817598d7c1b11826fbe1
黑带兔脂鲤,Black Banded Leporinus,Leporinus Nigrotaeniatus,Anostomidae,Leporinus,,2,常见,1158.9,757.6036004,,0.36,T2,40,,0.00776,3.05,benthopelagic,,,23,26,24.5,,晨昏活跃,多云、小雨或微风；避免强烈正午光照,暖水,南美洲,躲藏,30,银鲷鱼,近似种类比,"[""淡水""]",,,,elongated,,TL,待人工审核,FishBase 中文俗名精确匹配,recvppgBfXvrup,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfXvrup,2026-09-08,4987,https://app.notion.com/p/3d5a4137d2368184ad2fe5ac2f69695a
大西洋黄盖鲽,Yellowtail Flounder,Myzopsetta Ferruginea,Pleuronectidae,Myzopsetta,,4,珍稀,6544.9,4813.314652,1.5,,T2,64,29.8,0.00722,3.06,demersal,27,364,1.6,3.6,2.6,"[""肉食性""]",全天活跃,晴间多云、微风；以天气稳定为先,温水,"Northwest Atlantic: southern Labrador, Canada to Chesapeake Bay, USA.",孤僻,150,绵鳚,近似种类比,"[""海水""]",,hunting macrofauna (predator),3.28,short and / or deep,,TL,待人工审核,新增鱼种整合：玩法提单-鱼第3行；来源英文名与FishBase唯一精确匹配；规则FISH-INVENTORY-MERGE-R1,recvq6YNcIVYyc,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvq6YNcIVYyc,2026-09-08,4987,https://app.notion.com/p/3d5a4137d2368187901ad3102ad11052
美洲拟鲽,Winter Flounder,Pseudopleuronectes Americanus,Pleuronectidae,Pseudopleuronectes,,4,珍稀,6427.9,10505.15684,3.6,,T3,64,26.8,0.00851,3.1441,demersal,5,143,4.1,8.1,6.1,"[""肉食性""]",全天活跃,晴间多云、微风；以天气稳定为先,温水,西大西洋,追猎,150,欧洲鱿鱼,近似种类比,"[""海水""]",oceanodromous,hunting macrofauna (predator),3.62,short and / or deep,seines,TL,待人工审核,新增鱼种整合：玩法提单-鱼第10行；来源学名与FishBase属种精确匹配；规则FISH-INVENTORY-MERGE-R1,recvq6YNcIVVJ6,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvq6YNcIVVJ6,2026-09-08,4987,https://app.notion.com/p/3d5a4137d236818c91addd7172e495b5
茅尖鱼,Pike cichlid,Crenicichla Lepidota,Cichlidae,Crenicichla,,2,常见,1168.5,95.49365029,,0.04,T1,,,0.00851,3.08,,,,20,28,24,,全天活跃,,,,活泼,30,湖大吻鱥,近似种类比,,,,,,,,待人工审核,,recvppgBfX7OU9,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfX7OU9,2026-09-08,4987,https://app.notion.com/p/3d5a4137d2368190af61dba4c47c6700
巨狼鱼,Giant Wolf Fish,Hoplias Aimara,Erythrinidae,Hoplias,,2,常见,876.5,15757.16326,40,9.9,T9,100,,0.0164,3.06,benthopelagic,,,20,32,26,"[""肉食性""]",晨昏活跃,多云、小雨或微风；避免强烈正午光照,,南美洲,追猎,30,廓里湖红点鲑,近似种类比,"[""淡水""]",potamodromous,hunting macrofauna (predator),3.74,elongated,,SL,待人工审核,Giant wolf fish 英文通名与 FishBase 接受种核验,recvppgBfWn7z0,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWn7z0,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681919289eea18e824289
常见拟鲤,Common Roach,Rutilus Rutilus,Leuciscidae,Rutilus,,1,普通,409.3,401.3512867,1.84,0.2,T2,50.2,25,0.0062,3.218,benthopelagic,15,,10,20,15,"[""肉食性""]",早晨活跃,晴间多云、微风；以天气稳定为先,温水,欧亚大陆,撕鳍,30,常见拟鲤,同物种,"[""淡水"",""半咸水""]",potamodromous,hunting macrofauna (predator),2.96,fusiform / normal,seines,TL,待人工审核,新增鱼种整合：玩法提单-鱼第15行；来源学名与FishBase属种精确匹配；规则FISH-INVENTORY-MERGE-R1,recvq6YNcIPlSr,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvq6YNcIPlSr,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681939e4dc6f49e660c4a
七彩神仙鱼（白）,White Discus,Symphysodon Aequifasciatus（White）,Cichlidae,Symphysodon,,2,常见,1168.5,38.06234779,,0.01,T1,,,0.02692,3.03,,,,26,31,28.5,,早晨活跃,,,,警惕,30,黑尾叉牙七鳃鳗,近似种类比,,,,,,,,待人工审核,,recvppgBfXT5MP,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfXT5MP,2026-09-08,4987,https://app.notion.com/p/3d5a4137d236819582a0ed093e7fabb2
地图鱼,Oscar,Astronotus Ocellatus,Cichlidae,Astronotus,,2,常见,1158.9,757.6036004,1.58,0.36,T2,45.7,24,0.0278,3,benthopelagic,,,22,25,23.5,"[""杂食性""]",全天活跃,晴间多云、微风；以天气稳定为先,温水,南美洲,躲藏,30,银鲷鱼,近似种类比,"[""淡水""]",,variable,2.83,short and / or deep,,TL,待人工审核,Oscar/map fish 水族通名；FishBase 接受种核验,recvppgBfXwiS7,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfXwiS7,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681959977d3351083f501
镜鲤(白化),Albino Mirror Carp,Cyprinus Carpio Var. Specularis Albino,Cyprinidae,Cyprinus,,1,普通,192.7,3149.308053,5,1.5,T9,80,35,0.0173,2.993,,0,29,3,35,19,,早晨活跃,晴间多云、微风；以天气稳定为先,温水,欧亚大陆,活泼,16.08,普通鲤鱼,同物种,,,,,,,,待人工审核,新增鱼种整合：玩法提单-鱼第22行；未取得FishBase唯一匹配，保留来源字段；规则FISH-INVENTORY-MERGE-R1,recvq6YNcI7b6Z,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvq6YNcI7b6Z,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681968e7eff09585f3fe4
草鱼,Grass Carp,Ctenopharyngodon Idella,Xenocyprididae,Ctenopharyngodon,,1,普通,196.3,4491.400307,45,12.6,T11,150,10.7,0.0108,3.006,benthopelagic,0,30,0,35,17.5,"[""植食性""]",早晨活跃,晴间多云、微风；以天气稳定为先,,亚洲,温和,13.46,草鱼,同物种,"[""淡水"",""半咸水""]",potamodromous,browsing on substrate,2,fusiform / normal,seines,TL,待人工审核,FishBase 中文俗名精确匹配,recvppgBfXRQzH,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfXRQzH,2026-09-08,4987,https://app.notion.com/p/3d5a4137d2368196b7dbd2c08db2aa79
巴西马鲛,Serra Spanish Mackerel,Scomberomorus Brasiliensis,Scombridae,Scomberomorus,,3,稀有,2238.2,7315.808287,6.71,1.8,T4,125,65,0.02643,2.69159,reef-associated,,,21.5,33.5,27.5,"[""肉食性""]",全天活跃,晴到多云、有微风；以稳定海况为先,,西大西洋,追猎,70,金丁鱥,近似种类比,"[""海水""]",oceanodromous,hunting macrofauna (predator),3.31,fusiform / normal,gillnets,FL,待人工审核,FishBase 中文俗名精确匹配,recvppgBfXSJIc,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfXSJIc,2026-09-08,4987,https://app.notion.com/p/3d5a4137d236819ba0c0dda6ae4f0618
双线无须鳕,Silver Hake,Merluccius Bilinearis,Merlucciidae,Merluccius,,1,普通,511.9,565.1110883,2.3,,T3,76,37,0.00537,3.06,demersal,55,914,3.9,5.9,4.9,"[""肉食性""]",全天活跃,晴间多云、微风；以天气稳定为先,温水,Northwest Atlantic: coast of Canada and USA from Bell Isle Channel to the Bahamas; most common from southern Newfoundland to South Carolina.,追猎,13,白刺盖太阳鱼,近似种类比,"[""海水""]",oceanodromous,hunting macrofauna (predator),4.49,elongated,,TL,待人工审核,新增鱼种整合：玩法提单-鱼第8行；来源学名与FishBase属种精确匹配；规则FISH-INVENTORY-MERGE-R1,recvq6YNcImaX7,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvq6YNcImaX7,2026-09-08,4987,https://app.notion.com/p/3d5a4137d236819cbc23dc675c9a4c3c
真鲷,Red Seabream,Pagrus Major,Sparidae,Pagrus,,3,稀有,1314,5905.565464,9.72,2.47,T5,100,30,0.0536,2.92,demersal,10,200,16.8,26.8,21.8,"[""肉食性""]",全天活跃,晴间多云、微风；以天气稳定为先,,西北太平洋,活泼,70,银鳟鱼,近似种类比,"[""海水""]",oceanodromous,hunting macrofauna (predator),4.46,fusiform / normal,trawls,SL,待人工审核,FishBase 中文俗名精确匹配,recvppgBfX5bwk,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfX5bwk,2026-09-08,4987,https://app.notion.com/p/3d5a4137d236819ebd95e41be5305069
大眼金枪鱼,Bigeye Tuna,Thunnus Obesus,Scombridae,Thunnus,,4,珍稀,9349.6,229201.6391,210,13.5,T11,250,180,0.0119,3.09,pelagic-oceanic,0,1500,13,29,21,"[""肉食性""]",全天活跃,晴到多云、有微风；以稳定海况为先,温水,大西洋、印度洋与太平洋,追猎,150,魣鳕,近似种类比,"[""海水""]",oceanodromous,hunting macrofauna (predator),4.49,fusiform / normal,hooks and lines,TL,待人工审核,FishBase 中文俗名精确匹配,recvppgBfWPNfp,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWPNfp,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681a7a413d159696e29be
黄尾鰤,Yellowtail Amberjack,Seriola Lalandi,Carangidae,Seriola,,1,普通,269.5,11011.13804,96.84,22.5,T12,250,80,0.04442,2.5831,benthopelagic,3,825,18,24,21,"[""肉食性""]",全天活跃,晴到多云、有微风；以稳定海况为先,温水,全球海域,追猎,13,哲罗鱼,近似种类比,"[""半咸水"",""海水""]",,hunting macrofauna (predator),4.16,fusiform / normal,hooks and lines,TL,待人工审核,FishBase 中文俗名精确匹配,recvppgBfXnDVu,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfXnDVu,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681a8bf27c9e72193cc16
长吻鲍氏脂鲤,Bicuda,Boulengerella Cuvieri,Ctenoluciidae,Boulengerella,,2,常见,1251.8,3580.192883,6,1.57,T4,88,,0.0012,3.34,pelagic,,,20,32,26,"[""肉食性""]",晨昏活跃,多云、小雨或微风；避免强烈正午光照,,南美洲,追猎,30,黑白鲑,近似种类比,"[""淡水""]",,hunting macrofauna (predator),4.5,elongated,,FL,待人工审核,FishBase 中文俗名精确匹配,recvppgBfX8bBO,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfX8bBO,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681aaa97dfbde0ec7cba3
红白锦鲤,Kohaku Koi,Cyprinus Carpio Var. Kohaku,Cyprinidae,Cyprinus,,1,普通,192.7,3149.308053,10,2,T9,100,40,0.0173,2.993,,0,29,3,35,19,,早晨活跃,晴间多云、微风；以天气稳定为先,温水,欧亚大陆,活泼,16.08,普通鲤鱼,同物种,,,,,,,,待人工审核,新增鱼种整合：玩法提单-鱼第21行；未取得FishBase唯一匹配，保留来源字段；规则FISH-INVENTORY-MERGE-R1,recvq6YNcIg9E8,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvq6YNcIg9E8,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681ad8a0af34dae82c0a0
湖拟鲤,Roach,Rutilus Rutilus,Leuciscidae,Rutilus,,4,珍稀,5101,2501.019426,1.84,0.35,T2,50.2,25,0.0062,3.218,benthopelagic,15,,10,20,15,"[""肉食性""]",早晨活跃,晴间多云、微风；以天气稳定为先,温水,欧亚大陆,撕鳍,30,湖拟鲤,同物种,"[""淡水"",""半咸水""]",potamodromous,hunting macrofauna (predator),2.96,fusiform / normal,seines,TL,待人工审核,新增鱼种整合：玩法提单-鱼第14行；来源学名与FishBase属种精确匹配；规则FISH-INVENTORY-MERGE-R1,recvq6YNcIDhdP,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvq6YNcIDhdP,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681b2a076c02c8f5cc092
圆鳍鱼,Lumpfish,Cyclopterus Lumpus,Cyclopteridae,Cyclopterus,,3,稀有,2435.8,11942.52915,9.5,,T5,61,35,0.063,2.9405,benthopelagic,0,868,3,11,7,"[""肉食性""]",全天活跃,晴间多云、微风；以天气稳定为先,冷水,西大西洋,追猎,13,圆鳍鱼,同物种,"[""海水""]",oceanodromous,hunting macrofauna (predator),3.89,short and / or deep,seines,TL,待人工审核,新增鱼种整合：玩法提单-鱼第4行；来源学名与FishBase属种精确匹配；规则FISH-INVENTORY-MERGE-R1,recvq6YNcI9eWH,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvq6YNcI9eWH,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681b397add7e1be766f57
太平洋蓝鳍金枪鱼,Pacific Bluefin Tuna,Thunnus Orientalis,Scombridae,Thunnus,,4,珍稀,9349.6,229201.6391,450,13.5,T11,300,200,0.0166,3,pelagic-oceanic,1,550,19.3,29.3,24.3,"[""肉食性""]",全天活跃,晴到多云、有微风；以稳定海况为先,,北太平洋,追猎,150,魣鳕,近似种类比,"[""半咸水"",""海水""]",oceanodromous,hunting macrofauna (predator),,fusiform / normal,various gears,FL,待人工审核,FishBase 中文俗名精确匹配,recvppgBfWNMNH,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWNMNH,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681b3a3fbdebe992d87db
红钩鱼,Redhook Myleus,Myloplus Rubripinnis,Serrasalmidae,Myloplus,,2,常见,1016.1,1245.4639,2.5,0.67,T3,41.5,,0.0253,3.01,benthopelagic,,,23,27,25,"[""植食性""]",全天活跃,晴间多云、微风；以天气稳定为先,暖水,南美洲,温和,30,红鳍鱼,近似种类比,"[""淡水""]",,other,2,short and / or deep,,TL,待人工审核,Redhook myleus 中文直译；FishBase 接受种核验,recvppgBfW3j5m,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfW3j5m,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681b689bfd266dd981a77
蓝笛鲷,Green Jobfish,Aprion Virescens,Lutjanidae,Aprion,,4,珍稀,9349.6,68760.49174,15.4,4.05,T7,112,90,0.0157,2.99,reef-associated,0,180,21.9,33.9,27.9,"[""肉食性""]",晨昏活跃,多云、小雨或微风；避免强烈正午光照,暖水,印度—太平洋,追猎,150,十指金眼鲷,近似种类比,"[""海水""]",,hunting macrofauna (predator),4.28,fusiform / normal,various gears,TL,待人工审核,FishBase 中文俗名精确匹配,recvppgBfWzIq1,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWzIq1,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681bc861ccfcea64c67e1
红尾梭鱼,Red Tail Barracuda,Acestrorhynchus Falcatus,Acestrorhynchidae,Acestrorhynchus,,2,常见,968.5,151.0299759,0.255,0.08,T1,30,,0.004,3.28,benthopelagic,,,20,32,26,"[""肉食性""]",晨昏活跃,多云、小雨或微风；避免强烈正午光照,,南美洲,追猎,30,青蛙,近似种类比,"[""淡水""]",,,4.2,elongated,,TL,待人工审核,Redtail barracuda 英文通名与 FishBase 接受种核验,recvppgBfWxHaa,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWxHaa,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681bc9233f691fddba512
闪光鲟,Stellate Sturgeon,Acipenser Stellatus,Acipenseridae,Acipenser,,1,普通,347,14177.60631,80,15,T12,250,125,0.034,2.5843,demersal,10,100,10,20,15,"[""肉食性""]",晨昏活跃,多云、小雨或微风；避免强烈正午光照,温水,欧亚大陆,孤僻,30,闪光鲟,同物种,"[""淡水"",""半咸水"",""海水""]",anadromous,hunting macrofauna (predator),3.49,elongated,seines,TL,待人工审核,新增鱼种整合：玩法提单-鱼第28行；来源学名与FishBase属种精确匹配；规则FISH-INVENTORY-MERGE-R1,recvq6YNcIYa1y,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvq6YNcIYa1y,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681c78cb2e308703d7b37
